topic,proportion,timeStep
Topic-5,10,02/01/17:07:30:01
Topic-6,6,02/01/17:07:30:01
Topic-7,8,02/01/17:07:30:01
Topic-8,13,02/01/17:07:30:01
Topic-9,3,02/01/17:07:30:01
Topic-0,23,02/01/17:08:00:01
Topic-1,17,02/01/17:08:00:01
Topic-2,17,02/01/17:08:00:01
Topic-3,21,02/01/17:08:00:01
Topic-4,24,02/01/17:08:00:01
Topic-5,14,02/01/17:08:00:01
Topic-6,9,02/01/17:08:00:01
Topic-7,12,02/01/17:08:00:01
Topic-8,22,02/01/17:08:00:01
Topic-9,6,02/01/17:08:00:01
Topic-0,29,02/01/17:08:30:01
Topic-1,19,02/01/17:08:30:01
Topic-2,30,02/01/17:08:30:01
Topic-3,14,02/01/17:08:30:01
Topic-4,9,02/01/17:08:30:01
Topic-5,11,02/01/17:08:30:01
Topic-6,9,02/01/17:08:30:01
Topic-7,12,02/01/17:08:30:01
Topic-8,20,02/01/17:08:30:01
Topic-9,7,02/01/17:08:30:01
Topic-0,43,02/01/17:09:00:01
Topic-1,7,02/01/17:09:00:01
Topic-2,17,02/01/17:09:00:01
Topic-3,16,02/01/17:09:00:01
Topic-4,16,02/01/17:09:00:01
Topic-5,9,02/01/17:09:00:01
Topic-6,13,02/01/17:09:00:01
Topic-7,17,02/01/17:09:00:01
Topic-8,21,02/01/17:09:00:01
Topic-9,6,02/01/17:09:00:01
Topic-0,38,02/01/17:09:30:01
Topic-1,14,02/01/17:09:30:01
Topic-2,38,02/01/17:09:30:01
Topic-3,16,02/01/17:09:30:01
Topic-4,21,02/01/17:09:30:01
Topic-5,25,02/01/17:09:30:01
Topic-6,20,02/01/17:09:30:01
Topic-7,11,02/01/17:09:30:01
Topic-8,19,02/01/17:09:30:01
Topic-9,3,02/01/17:09:30:01
Topic-0,32,02/01/17:10:00:01
Topic-1,30,02/01/17:10:00:01
Topic-2,29,02/01/17:10:00:01
Topic-3,26,02/01/17:10:00:01
Topic-4,24,02/01/17:10:00:01
Topic-5,16,02/01/17:10:00:01
Topic-6,26,02/01/17:10:00:01
Topic-7,16,02/01/17:10:00:01
Topic-8,24,02/01/17:10:00:01
Topic-9,6,02/01/17:10:00:01
Topic-0,69,02/01/17:10:30:01
Topic-1,17,02/01/17:10:30:01
Topic-2,57,02/01/17:10:30:01
Topic-3,27,02/01/17:10:30:01
Topic-4,21,02/01/17:10:30:01
Topic-5,21,02/01/17:10:30:01
Topic-6,25,02/01/17:10:30:01
Topic-7,14,02/01/17:10:30:01
Topic-8,18,02/01/17:10:30:01
Topic-9,5,02/01/17:10:30:01
Topic-0,81,02/01/17:11:00:01
Topic-1,21,02/01/17:11:00:01
Topic-2,43,02/01/17:11:00:01
Topic-3,42,02/01/17:11:00:01
Topic-4,20,02/01/17:11:00:01
Topic-5,22,02/01/17:11:00:01
Topic-6,18,02/01/17:11:00:01
Topic-7,27,02/01/17:11:00:01
Topic-8,35,02/01/17:11:00:01
Topic-9,9,02/01/17:11:00:01
Topic-0,69,02/01/17:11:30:01
Topic-1,17,02/01/17:11:30:01
Topic-2,43,02/01/17:11:30:01
Topic-3,50,02/01/17:11:30:01
Topic-4,38,02/01/17:11:30:01
Topic-5,14,02/01/17:11:30:01
Topic-6,29,02/01/17:11:30:01
Topic-7,38,02/01/17:11:30:01
Topic-8,53,02/01/17:11:30:01
Topic-9,14,02/01/17:11:30:01
Topic-0,73,02/01/17:12:00:01
Topic-1,22,02/01/17:12:00:01
Topic-2,42,02/01/17:12:00:01
Topic-3,55,02/01/17:12:00:01
Topic-4,20,02/01/17:12:00:01
Topic-5,16,02/01/17:12:00:01
Topic-6,20,02/01/17:12:00:01
Topic-7,28,02/01/17:12:00:01
Topic-8,35,02/01/17:12:00:01
Topic-9,14,02/01/17:12:00:01
Topic-0,62,02/01/17:12:30:01
Topic-1,9,02/01/17:12:30:01
Topic-2,59,02/01/17:12:30:01
Topic-3,51,02/01/17:12:30:01
Topic-4,41,02/01/17:12:30:01
Topic-5,11,02/01/17:12:30:01
Topic-6,33,02/01/17:12:30:01
Topic-7,33,02/01/17:12:30:01
Topic-8,28,02/01/17:12:30:01
Topic-9,5,02/01/17:12:30:01
Topic-0,104,02/01/17:13:00:01
Topic-1,32,02/01/17:13:00:01
Topic-2,69,02/01/17:13:00:01
Topic-3,33,02/01/17:13:00:01
Topic-4,23,02/01/17:13:00:01
Topic-5,23,02/01/17:13:00:01
Topic-6,20,02/01/17:13:00:01
Topic-7,38,02/01/17:13:00:01
Topic-8,32,02/01/17:13:00:01
Topic-9,6,02/01/17:13:00:01
Topic-0,115,02/01/17:13:30:01
Topic-1,28,02/01/17:13:30:01
Topic-2,66,02/01/17:13:30:01
Topic-3,64,02/01/17:13:30:01
Topic-4,24,02/01/17:13:30:01
Topic-5,15,02/01/17:13:30:01
Topic-6,16,02/01/17:13:30:01
Topic-7,29,02/01/17:13:30:01
Topic-8,34,02/01/17:13:30:01
Topic-9,8,02/01/17:13:30:01
Topic-0,63,02/01/17:14:00:01
Topic-1,33,02/01/17:14:00:01
Topic-2,64,02/01/17:14:00:01
Topic-3,89,02/01/17:14:00:01
Topic-4,26,02/01/17:14:00:01
Topic-5,18,02/01/17:14:00:01
Topic-6,36,02/01/17:14:00:01
Topic-7,13,02/01/17:14:00:01
Topic-8,34,02/01/17:14:00:01
Topic-9,6,02/01/17:14:00:01
Topic-0,79,02/01/17:14:30:01
Topic-1,34,02/01/17:14:30:01
Topic-2,50,02/01/17:14:30:01
Topic-3,101,02/01/17:14:30:01
Topic-4,31,02/01/17:14:30:01
Topic-5,20,02/01/17:14:30:01
Topic-6,21,02/01/17:14:30:01
Topic-7,36,02/01/17:14:30:01
Topic-8,19,02/01/17:14:30:01
Topic-9,7,02/01/17:14:30:01
Topic-0,80,02/01/17:15:00:01
Topic-1,28,02/01/17:15:00:01
Topic-2,65,02/01/17:15:00:01
Topic-3,65,02/01/17:15:00:01
Topic-4,25,02/01/17:15:00:01
Topic-5,10,02/01/17:15:00:01
Topic-6,15,02/01/17:15:00:01
Topic-7,43,02/01/17:15:00:01
Topic-8,60,02/01/17:15:00:01
Topic-9,15,02/01/17:15:00:01
Topic-0,122,02/01/17:15:30:01
Topic-1,22,02/01/17:15:30:01
Topic-2,91,02/01/17:15:30:01
Topic-3,95,02/01/17:15:30:01
Topic-4,27,02/01/17:15:30:01
Topic-5,21,02/01/17:15:30:01
Topic-6,20,02/01/17:15:30:01
Topic-7,30,02/01/17:15:30:01
Topic-8,45,02/01/17:15:30:01
Topic-9,4,02/01/17:15:30:01
Topic-0,85,02/01/17:16:00:01
Topic-1,29,02/01/17:16:00:01
Topic-2,47,02/01/17:16:00:01
Topic-3,99,02/01/17:16:00:01
Topic-4,21,02/01/17:16:00:01
Topic-5,17,02/01/17:16:00:01
Topic-6,22,02/01/17:16:00:01
Topic-7,36,02/01/17:16:00:01
Topic-8,54,02/01/17:16:00:01
Topic-9,9,02/01/17:16:00:01
Topic-0,92,02/01/17:16:30:01
Topic-1,20,02/01/17:16:30:01
Topic-2,66,02/01/17:16:30:01
Topic-3,95,02/01/17:16:30:01
Topic-4,34,02/01/17:16:30:01
Topic-5,17,02/01/17:16:30:01
Topic-6,10,02/01/17:16:30:01
Topic-7,26,02/01/17:16:30:01
Topic-8,46,02/01/17:16:30:01
Topic-9,4,02/01/17:16:30:01
Topic-0,73,02/01/17:17:00:01
Topic-1,25,02/01/17:17:00:01
Topic-2,54,02/01/17:17:00:01
Topic-3,116,02/01/17:17:00:01
Topic-4,26,02/01/17:17:00:01
Topic-5,18,02/01/17:17:00:01
Topic-6,12,02/01/17:17:00:01
Topic-7,21,02/01/17:17:00:01
Topic-8,73,02/01/17:17:00:01
Topic-9,3,02/01/17:17:00:01
Topic-0,72,02/01/17:17:30:01
Topic-1,22,02/01/17:17:30:01
Topic-2,47,02/01/17:17:30:01
Topic-3,124,02/01/17:17:30:01
Topic-4,17,02/01/17:17:30:01
Topic-5,14,02/01/17:17:30:01
Topic-6,18,02/01/17:17:30:01
Topic-7,29,02/01/17:17:30:01
Topic-8,73,02/01/17:17:30:01
Topic-9,6,02/01/17:17:30:01
Topic-0,68,02/01/17:18:00:01
Topic-1,25,02/01/17:18:00:01
Topic-2,43,02/01/17:18:00:01
Topic-3,113,02/01/17:18:00:01
Topic-4,39,02/01/17:18:00:01
Topic-5,15,02/01/17:18:00:01
Topic-6,19,02/01/17:18:00:01
Topic-7,21,02/01/17:18:00:01
Topic-8,55,02/01/17:18:00:01
Topic-9,5,02/01/17:18:00:01
Topic-0,53,02/01/17:18:30:01
Topic-1,14,02/01/17:18:30:01
Topic-2,33,02/01/17:18:30:01
Topic-3,120,02/01/17:18:30:01
Topic-4,29,02/01/17:18:30:01
Topic-5,43,02/01/17:18:30:01
Topic-6,9,02/01/17:18:30:01
Topic-7,15,02/01/17:18:30:01
Topic-8,64,02/01/17:18:30:01
Topic-9,10,02/01/17:18:30:01
Topic-0,70,02/01/17:19:00:01
Topic-1,23,02/01/17:19:00:01
Topic-2,41,02/01/17:19:00:01
Topic-3,131,02/01/17:19:00:01
Topic-4,25,02/01/17:19:00:01
Topic-5,47,02/01/17:19:00:01
Topic-6,14,02/01/17:19:00:01
Topic-7,16,02/01/17:19:00:01
Topic-8,48,02/01/17:19:00:01
Topic-9,10,02/01/17:19:00:01
Topic-0,65,02/01/17:19:30:01
Topic-1,18,02/01/17:19:30:01
Topic-2,45,02/01/17:19:30:01
Topic-3,124,02/01/17:19:30:01
Topic-4,24,02/01/17:19:30:01
Topic-5,35,02/01/17:19:30:01
Topic-6,12,02/01/17:19:30:01
Topic-7,37,02/01/17:19:30:01
Topic-8,51,02/01/17:19:30:01
Topic-9,8,02/01/17:19:30:01
Topic-0,58,02/01/17:20:00:01
Topic-1,16,02/01/17:20:00:01
Topic-2,33,02/01/17:20:00:01
Topic-3,107,02/01/17:20:00:01
Topic-4,9,02/01/17:20:00:01
Topic-5,37,02/01/17:20:00:01
Topic-6,15,02/01/17:20:00:01
Topic-7,25,02/01/17:20:00:01
Topic-8,59,02/01/17:20:00:01
Topic-9,4,02/01/17:20:00:01
Topic-0,49,02/01/17:20:30:01
Topic-1,33,02/01/17:20:30:01
Topic-2,31,02/01/17:20:30:01
Topic-3,116,02/01/17:20:30:01
Topic-4,28,02/01/17:20:30:01
Topic-5,29,02/01/17:20:30:01
Topic-6,10,02/01/17:20:30:01
Topic-7,20,02/01/17:20:30:01
Topic-8,46,02/01/17:20:30:01
Topic-9,8,02/01/17:20:30:01
Topic-0,60,02/01/17:21:00:01
Topic-1,24,02/01/17:21:00:01
Topic-2,37,02/01/17:21:00:01
Topic-3,124,02/01/17:21:00:01
Topic-4,20,02/01/17:21:00:01
Topic-5,28,02/01/17:21:00:01
Topic-6,17,02/01/17:21:00:01
Topic-7,21,02/01/17:21:00:01
Topic-8,54,02/01/17:21:00:01
Topic-9,5,02/01/17:21:00:01
Topic-0,81,02/01/17:21:30:01
Topic-1,20,02/01/17:21:30:01
Topic-2,49,02/01/17:21:30:01
Topic-3,113,02/01/17:21:30:01
Topic-4,14,02/01/17:21:30:01
Topic-5,35,02/01/17:21:30:01
Topic-6,11,02/01/17:21:30:01
Topic-7,27,02/01/17:21:30:01
Topic-8,41,02/01/17:21:30:01
Topic-9,5,02/01/17:21:30:01
Topic-0,55,02/01/17:22:00:01
Topic-1,15,02/01/17:22:00:01
Topic-2,44,02/01/17:22:00:01
Topic-3,138,02/01/17:22:00:01
Topic-4,27,02/01/17:22:00:01
Topic-5,23,02/01/17:22:00:01
Topic-6,20,02/01/17:22:00:01
Topic-7,22,02/01/17:22:00:01
Topic-8,52,02/01/17:22:00:01
Topic-9,7,02/01/17:22:00:01
Topic-0,77,02/01/17:22:30:01
Topic-1,13,02/01/17:22:30:01
Topic-2,24,02/01/17:22:30:01
Topic-3,138,02/01/17:22:30:01
Topic-4,19,02/01/17:22:30:01
Topic-5,33,02/01/17:22:30:01
Topic-6,7,02/01/17:22:30:01
Topic-7,21,02/01/17:22:30:01
Topic-8,65,02/01/17:22:30:01
Topic-9,5,02/01/17:22:30:01
Topic-0,69,02/01/17:23:00:01
Topic-1,17,02/01/17:23:00:01
Topic-2,27,02/01/17:23:00:01
Topic-3,125,02/01/17:23:00:01
Topic-4,17,02/01/17:23:00:01
Topic-5,37,02/01/17:23:00:01
Topic-6,12,02/01/17:23:00:01
Topic-7,16,02/01/17:23:00:01
Topic-8,65,02/01/17:23:00:01
Topic-9,5,02/01/17:23:00:01
Topic-0,83,02/01/17:23:30:01
Topic-1,20,02/01/17:23:30:01
Topic-2,34,02/01/17:23:30:01
Topic-3,138,02/01/17:23:30:01
Topic-4,12,02/01/17:23:30:01
Topic-5,26,02/01/17:23:30:01
Topic-6,13,02/01/17:23:30:01
Topic-7,16,02/01/17:23:30:01
Topic-8,99,02/01/17:23:30:01
Topic-9,4,02/01/17:23:30:01
Topic-0,77,02/02/17:00:00:01
Topic-1,18,02/02/17:00:00:01
Topic-2,20,02/02/17:00:00:01
Topic-3,122,02/02/17:00:00:01
Topic-4,29,02/02/17:00:00:01
Topic-5,32,02/02/17:00:00:01
Topic-6,10,02/02/17:00:00:01
Topic-7,28,02/02/17:00:00:01
Topic-8,89,02/02/17:00:00:01
Topic-9,4,02/02/17:00:00:01
Topic-0,75,02/02/17:00:30:01
Topic-1,13,02/02/17:00:30:01
Topic-2,34,02/02/17:00:30:01
Topic-3,88,02/02/17:00:30:01
Topic-4,11,02/02/17:00:30:01
Topic-5,33,02/02/17:00:30:01
Topic-6,17,02/02/17:00:30:01
Topic-7,14,02/02/17:00:30:01
Topic-8,75,02/02/17:00:30:01
Topic-9,7,02/02/17:00:30:01
Topic-0,84,02/02/17:01:00:01
Topic-1,11,02/02/17:01:00:01
Topic-2,33,02/02/17:01:00:01
Topic-3,105,02/02/17:01:00:01
Topic-4,13,02/02/17:01:00:01
Topic-5,36,02/02/17:01:00:01
Topic-6,10,02/02/17:01:00:01
Topic-7,24,02/02/17:01:00:01
Topic-8,74,02/02/17:01:00:01
Topic-9,4,02/02/17:01:00:01
Topic-0,88,02/02/17:01:30:01
Topic-1,14,02/02/17:01:30:01
Topic-2,34,02/02/17:01:30:01
Topic-3,76,02/02/17:01:30:01
Topic-4,10,02/02/17:01:30:01
Topic-5,17,02/02/17:01:30:01
Topic-6,22,02/02/17:01:30:01
Topic-7,20,02/02/17:01:30:01
Topic-8,118,02/02/17:01:30:01
Topic-9,6,02/02/17:01:30:01
Topic-0,91,02/02/17:02:00:01
Topic-1,20,02/02/17:02:00:01
Topic-2,41,02/02/17:02:00:01
Topic-3,61,02/02/17:02:00:01
Topic-4,16,02/02/17:02:00:01
Topic-5,35,02/02/17:02:00:01
Topic-6,9,02/02/17:02:00:01
Topic-7,8,02/02/17:02:00:01
Topic-8,100,02/02/17:02:00:01
Topic-9,5,02/02/17:02:00:01
Topic-0,97,02/02/17:02:30:01
Topic-1,13,02/02/17:02:30:01
Topic-2,22,02/02/17:02:30:01
Topic-3,73,02/02/17:02:30:01
Topic-4,11,02/02/17:02:30:01
Topic-5,32,02/02/17:02:30:01
Topic-6,7,02/02/17:02:30:01
Topic-7,20,02/02/17:02:30:01
Topic-8,116,02/02/17:02:30:01
Topic-9,1,02/02/17:02:30:01
Topic-0,63,02/02/17:03:00:01
Topic-1,15,02/02/17:03:00:01
Topic-2,12,02/02/17:03:00:01
Topic-3,59,02/02/17:03:00:01
Topic-4,13,02/02/17:03:00:01
Topic-5,47,02/02/17:03:00:01
Topic-6,8,02/02/17:03:00:01
Topic-7,15,02/02/17:03:00:01
Topic-8,98,02/02/17:03:00:01
Topic-9,5,02/02/17:03:00:01
Topic-0,65,02/02/17:03:30:01
Topic-1,12,02/02/17:03:30:01
Topic-2,10,02/02/17:03:30:01
Topic-3,75,02/02/17:03:30:01
Topic-4,15,02/02/17:03:30:01
Topic-5,24,02/02/17:03:30:01
Topic-6,7,02/02/17:03:30:01
Topic-7,16,02/02/17:03:30:01
Topic-8,94,02/02/17:03:30:01
Topic-9,6,02/02/17:03:30:01
Topic-0,45,02/02/17:04:00:01
Topic-1,20,02/02/17:04:00:01
Topic-2,12,02/02/17:04:00:01
Topic-3,71,02/02/17:04:00:01
Topic-4,9,02/02/17:04:00:01
Topic-5,19,02/02/17:04:00:01
Topic-6,2,02/02/17:04:00:01
Topic-7,14,02/02/17:04:00:01
Topic-8,61,02/02/17:04:00:01
Topic-9,4,02/02/17:04:00:01
Topic-0,42,02/02/17:04:30:01
Topic-1,12,02/02/17:04:30:01
Topic-2,19,02/02/17:04:30:01
Topic-3,42,02/02/17:04:30:01
Topic-4,18,02/02/17:04:30:01
Topic-5,26,02/02/17:04:30:01
Topic-6,3,02/02/17:04:30:01
Topic-7,16,02/02/17:04:30:01
Topic-8,55,02/02/17:04:30:01
Topic-9,4,02/02/17:04:30:01
Topic-0,37,02/02/17:05:00:01
Topic-1,13,02/02/17:05:00:01
Topic-2,8,02/02/17:05:00:01
Topic-3,54,02/02/17:05:00:01
Topic-4,12,02/02/17:05:00:01
Topic-5,20,02/02/17:05:00:01
Topic-6,8,02/02/17:05:00:01
Topic-7,12,02/02/17:05:00:01
Topic-8,59,02/02/17:05:00:01
Topic-9,1,02/02/17:05:00:01
Topic-0,32,02/02/17:05:30:01
Topic-1,5,02/02/17:05:30:01
Topic-2,17,02/02/17:05:30:01
Topic-3,35,02/02/17:05:30:01
Topic-4,11,02/02/17:05:30:01
Topic-5,20,02/02/17:05:30:01
Topic-6,4,02/02/17:05:30:01
Topic-7,8,02/02/17:05:30:01
Topic-8,57,02/02/17:05:30:01
Topic-9,5,02/02/17:05:30:01
Topic-0,34,02/02/17:06:00:01
Topic-1,9,02/02/17:06:00:01
Topic-2,13,02/02/17:06:00:01
Topic-3,30,02/02/17:06:00:01
Topic-4,7,02/02/17:06:00:01
Topic-5,7,02/02/17:06:00:01
Topic-6,9,02/02/17:06:00:01
Topic-7,12,02/02/17:06:00:01
Topic-8,62,02/02/17:06:00:01
Topic-9,2,02/02/17:06:00:01
Topic-0,33,02/02/17:06:30:01
Topic-1,6,02/02/17:06:30:01
Topic-2,9,02/02/17:06:30:01
Topic-3,33,02/02/17:06:30:01
Topic-4,5,02/02/17:06:30:01
Topic-5,22,02/02/17:06:30:01
Topic-6,7,02/02/17:06:30:01
Topic-7,6,02/02/17:06:30:01
Topic-8,68,02/02/17:06:30:01
Topic-9,0,02/02/17:06:30:01
Topic-0,42,02/02/17:07:00:01
Topic-1,9,02/02/17:07:00:01
Topic-2,19,02/02/17:07:00:01
Topic-3,14,02/02/17:07:00:01
Topic-4,10,02/02/17:07:00:01
Topic-5,13,02/02/17:07:00:01
Topic-6,8,02/02/17:07:00:01
Topic-7,1,02/02/17:07:00:01
Topic-8,56,02/02/17:07:00:01
Topic-9,1,02/02/17:07:00:01
Topic-0,40,02/02/17:07:30:01
Topic-1,2,02/02/17:07:30:01
Topic-2,10,02/02/17:07:30:01
Topic-3,22,02/02/17:07:30:01
Topic-4,15,02/02/17:07:30:01
Topic-5,15,02/02/17:07:30:01
Topic-6,5,02/02/17:07:30:01
Topic-7,6,02/02/17:07:30:01
Topic-8,45,02/02/17:07:30:01
Topic-9,2,02/02/17:07:30:01
Topic-0,16,02/02/17:08:00:01
Topic-1,3,02/02/17:08:00:01
Topic-2,4,02/02/17:08:00:01
Topic-3,19,02/02/17:08:00:01
Topic-4,13,02/02/17:08:00:01
Topic-5,11,02/02/17:08:00:01
Topic-6,2,02/02/17:08:00:01
Topic-7,12,02/02/17:08:00:01
Topic-8,60,02/02/17:08:00:01
Topic-9,2,02/02/17:08:00:01
Topic-0,38,02/02/17:08:30:01
Topic-1,8,02/02/17:08:30:01
Topic-2,7,02/02/17:08:30:01
Topic-3,25,02/02/17:08:30:01
Topic-4,5,02/02/17:08:30:01
Topic-5,11,02/02/17:08:30:01
Topic-6,3,02/02/17:08:30:01
Topic-7,5,02/02/17:08:30:01
Topic-8,50,02/02/17:08:30:01
Topic-9,2,02/02/17:08:30:01
Topic-0,28,02/02/17:09:00:01
Topic-1,8,02/02/17:09:00:01
Topic-2,11,02/02/17:09:00:01
Topic-3,35,02/02/17:09:00:01
Topic-4,14,02/02/17:09:00:01
Topic-5,12,02/02/17:09:00:01
Topic-6,7,02/02/17:09:00:01
Topic-7,10,02/02/17:09:00:01
Topic-8,28,02/02/17:09:00:01
Topic-9,0,02/02/17:09:00:01
Topic-0,40,02/02/17:09:30:01
Topic-1,11,02/02/17:09:30:01
Topic-2,10,02/02/17:09:30:01
Topic-3,28,02/02/17:09:30:01
Topic-4,12,02/02/17:09:30:01
Topic-5,21,02/02/17:09:30:01
Topic-6,15,02/02/17:09:30:01
Topic-7,9,02/02/17:09:30:01
Topic-8,64,02/02/17:09:30:01
Topic-9,2,02/02/17:09:30:01
Topic-0,49,02/02/17:10:00:01
Topic-1,8,02/02/17:10:00:01
Topic-2,16,02/02/17:10:00:01
Topic-3,33,02/02/17:10:00:01
Topic-4,19,02/02/17:10:00:01
Topic-5,24,02/02/17:10:00:01
Topic-6,7,02/02/17:10:00:01
Topic-7,32,02/02/17:10:00:01
Topic-8,57,02/02/17:10:00:01
Topic-9,1,02/02/17:10:00:01
Topic-0,65,02/02/17:10:30:01
Topic-1,5,02/02/17:10:30:01
Topic-2,7,02/02/17:10:30:01
Topic-3,46,02/02/17:10:30:01
Topic-4,12,02/02/17:10:30:01
Topic-5,16,02/02/17:10:30:01
Topic-6,13,02/02/17:10:30:01
Topic-7,33,02/02/17:10:30:01
Topic-8,61,02/02/17:10:30:01
Topic-9,0,02/02/17:10:30:01
Topic-0,43,02/02/17:11:00:01
Topic-1,10,02/02/17:11:00:01
Topic-2,15,02/02/17:11:00:01
Topic-3,48,02/02/17:11:00:01
Topic-4,8,02/02/17:11:00:01
Topic-5,30,02/02/17:11:00:01
Topic-6,8,02/02/17:11:00:01
Topic-7,21,02/02/17:11:00:01
Topic-8,89,02/02/17:11:00:01
Topic-9,2,02/02/17:11:00:01
Topic-0,58,02/02/17:11:30:01
Topic-1,14,02/02/17:11:30:01
Topic-2,17,02/02/17:11:30:01
Topic-3,50,02/02/17:11:30:01
Topic-4,21,02/02/17:11:30:01
Topic-5,30,02/02/17:11:30:01
Topic-6,11,02/02/17:11:30:01
Topic-7,24,02/02/17:11:30:01
Topic-8,101,02/02/17:11:30:01
Topic-9,2,02/02/17:11:30:01
Topic-0,48,02/02/17:12:00:01
Topic-1,13,02/02/17:12:00:01
Topic-2,13,02/02/17:12:00:01
Topic-3,82,02/02/17:12:00:01
Topic-4,10,02/02/17:12:00:01
Topic-5,25,02/02/17:12:00:01
Topic-6,15,02/02/17:12:00:01
Topic-7,26,02/02/17:12:00:01
Topic-8,81,02/02/17:12:00:01
Topic-9,5,02/02/17:12:00:01
Topic-0,56,02/02/17:12:30:01
Topic-1,11,02/02/17:12:30:01
Topic-2,18,02/02/17:12:30:01
Topic-3,73,02/02/17:12:30:01
Topic-4,18,02/02/17:12:30:01
Topic-5,29,02/02/17:12:30:01
Topic-6,9,02/02/17:12:30:01
Topic-7,39,02/02/17:12:30:01
Topic-8,157,02/02/17:12:30:01
Topic-9,5,02/02/17:12:30:01
Topic-0,84,02/02/17:13:00:01
Topic-1,10,02/02/17:13:00:01
Topic-2,19,02/02/17:13:00:01
Topic-3,80,02/02/17:13:00:01
Topic-4,16,02/02/17:13:00:01
Topic-5,38,02/02/17:13:00:01
Topic-6,23,02/02/17:13:00:01
Topic-7,38,02/02/17:13:00:01
Topic-8,195,02/02/17:13:00:01
Topic-9,5,02/02/17:13:00:01
Topic-0,76,02/02/17:13:30:01
Topic-1,16,02/02/17:13:30:01
Topic-2,19,02/02/17:13:30:01
Topic-3,70,02/02/17:13:30:01
Topic-4,18,02/02/17:13:30:01
Topic-5,44,02/02/17:13:30:01
Topic-6,21,02/02/17:13:30:01
Topic-7,51,02/02/17:13:30:01
Topic-8,201,02/02/17:13:30:01
Topic-9,11,02/02/17:13:30:01
Topic-0,58,02/02/17:14:00:01
Topic-1,14,02/02/17:14:00:01
Topic-2,20,02/02/17:14:00:01
Topic-3,69,02/02/17:14:00:01
Topic-4,15,02/02/17:14:00:01
Topic-5,35,02/02/17:14:00:01
Topic-6,9,02/02/17:14:00:01
Topic-7,43,02/02/17:14:00:01
Topic-8,165,02/02/17:14:00:01
Topic-9,22,02/02/17:14:00:01
Topic-0,92,02/02/17:14:30:01
Topic-1,27,02/02/17:14:30:01
Topic-2,15,02/02/17:14:30:01
Topic-3,62,02/02/17:14:30:01
Topic-4,14,02/02/17:14:30:01
Topic-5,47,02/02/17:14:30:01
Topic-6,12,02/02/17:14:30:01
Topic-7,25,02/02/17:14:30:01
Topic-8,179,02/02/17:14:30:01
Topic-9,14,02/02/17:14:30:01
Topic-0,96,02/02/17:15:00:01
Topic-1,14,02/02/17:15:00:01
Topic-2,20,02/02/17:15:00:01
Topic-3,66,02/02/17:15:00:01
Topic-4,12,02/02/17:15:00:01
Topic-5,35,02/02/17:15:00:01
Topic-6,24,02/02/17:15:00:01
Topic-7,26,02/02/17:15:00:01
Topic-8,195,02/02/17:15:00:01
Topic-9,10,02/02/17:15:00:01
Topic-0,80,02/02/17:15:30:01
Topic-1,16,02/02/17:15:30:01
Topic-2,20,02/02/17:15:30:01
Topic-3,88,02/02/17:15:30:01
Topic-4,12,02/02/17:15:30:01
Topic-5,55,02/02/17:15:30:01
Topic-6,27,02/02/17:15:30:01
Topic-7,38,02/02/17:15:30:01
Topic-8,188,02/02/17:15:30:01
Topic-9,26,02/02/17:15:30:01
Topic-0,106,02/02/17:16:00:01
Topic-1,22,02/02/17:16:00:01
Topic-2,22,02/02/17:16:00:01
Topic-3,75,02/02/17:16:00:01
Topic-4,20,02/02/17:16:00:01
Topic-5,38,02/02/17:16:00:01
Topic-6,16,02/02/17:16:00:01
Topic-7,37,02/02/17:16:00:01
Topic-8,216,02/02/17:16:00:01
Topic-9,25,02/02/17:16:00:01
Topic-0,83,02/02/17:16:30:01
Topic-1,20,02/02/17:16:30:01
Topic-2,15,02/02/17:16:30:01
Topic-3,77,02/02/17:16:30:01
Topic-4,19,02/02/17:16:30:01
Topic-5,38,02/02/17:16:30:01
Topic-6,20,02/02/17:16:30:01
Topic-7,35,02/02/17:16:30:01
Topic-8,178,02/02/17:16:30:01
Topic-9,4,02/02/17:16:30:01
Topic-0,55,02/02/17:17:00:01
Topic-1,19,02/02/17:17:00:01
Topic-2,31,02/02/17:17:00:01
Topic-3,58,02/02/17:17:00:01
Topic-4,20,02/02/17:17:00:01
Topic-5,27,02/02/17:17:00:01
Topic-6,15,02/02/17:17:00:01
Topic-7,23,02/02/17:17:00:01
Topic-8,187,02/02/17:17:00:01
Topic-9,17,02/02/17:17:00:01
Topic-0,53,02/02/17:17:30:01
Topic-1,14,02/02/17:17:30:01
Topic-2,30,02/02/17:17:30:01
Topic-3,59,02/02/17:17:30:01
Topic-4,19,02/02/17:17:30:01
Topic-5,30,02/02/17:17:30:01
Topic-6,9,02/02/17:17:30:01
Topic-7,28,02/02/17:17:30:01
Topic-8,174,02/02/17:17:30:01
Topic-9,3,02/02/17:17:30:01
Topic-0,70,02/02/17:18:00:01
Topic-1,19,02/02/17:18:00:01
Topic-2,10,02/02/17:18:00:01
Topic-3,47,02/02/17:18:00:01
Topic-4,14,02/02/17:18:00:01
Topic-5,41,02/02/17:18:00:01
Topic-6,17,02/02/17:18:00:01
Topic-7,31,02/02/17:18:00:01
Topic-8,141,02/02/17:18:00:01
Topic-9,9,02/02/17:18:00:01
Topic-0,66,02/02/17:18:30:01
Topic-1,32,02/02/17:18:30:01
Topic-2,13,02/02/17:18:30:01
Topic-3,60,02/02/17:18:30:01
